,Date & Time,Activity,Depth (m),Hole Depth (m),Block Position (m),ROP (m/hr),RPM (rpm),WOB (klb),Hookload,Torque (f-kp),Total SPM (spm),Pump 1 Rate (spm),Pump 2 Rate (spm),Cum Strokes (cts),Discharge (GPM),SPP (psi),Flow Out (%),Pit Vol Total (bbl),Pit Vol Active (bbl),Pit Vol Chg (bbl)
1,01-01-2021 01:00,Drilling,2000,2000,16.3,21.31,145,17.4,152.5,9.66,111,56,55,13191,551,2204,25,277,277,0.5
2,01-01-2021 01:05,Drilling,2000.1,2000.1,16.19,22.35,145,20.6,149.5,7.48,111,56,55,13210,552,2209,25,273,273,-4
3,01-01-2021 01:10,Drilling,2000.16,2000.16,16.14,21.9,147,18.7,151.9,10.22,111,56,55,13228,551,2190,25,274,274,1
4,01-01-2021 01:15,Drilling,2000.2,2000.2,16.09,21.36,146,19.1,149.3,6.72,111,56,55,13246,552,2202,25,275,275,1
5,01-01-2021 01:20,Drilling,2000.26,2000.26,16.04,21.14,146,20,149.2,9.64,111,56,55,13265,553,2190,25,270,270,-5
6,01-01-2021 01:25,Drilling,2000.33,2000.33,15.96,21.97,147,21.2,147.9,7.38,111,56,55,13284,551,2206,25,276,276,6
7,01-01-2021 01:30,Drilling,2000.37,2000.37,15.92,22.15,147,21.3,148.1,8.6,111,56,55,13302,552,2202,25,273,273,-3
8,01-01-2021 01:35,Drilling,2000.39,2000.39,15.9,20.49,145,19.5,148.8,7.4,111,56,55,13320,552,2207,25,275,275,2
9,01-01-2021 01:40,Drilling,2000.43,2000.43,15.87,19.8,145,20.9,148.4,7.67,111,56,55,13340,551,2203,25,274,274,-1
10,01-01-2021 01:45,Drilling,2000.44,2000.44,15.86,18.94,145,20.6,148.6,7.73,111,56,55,13358,553,2207,25,271,271,-3
11,01-01-2021 01:50,Drilling,2000.48,2000.48,15.82,18.29,145,18.6,151.1,8.57,111,56,55,13376,552,2212,25,272,272,1
12,01-01-2021 01:55,Drilling,2000.55,2000.55,15.74,18.39,145,20.8,149.9,7.78,111,56,55,13394,551,2230,25,274,274,2
13,01-01-2021 02:00,Drilling,2000.59,2000.59,15.71,18.3,145,20,149.2,7.61,111,56,55,13414,551,2218,25,273,273,-1
14,01-01-2021 02:05,Drilling,2000.65,2000.65,15.65,18.59,146,23.1,146.3,8.15,111,56,55,13432,551,2207,25,273,273,0
15,01-01-2021 02:10,Drilling,2000.67,2000.67,15.63,17.81,145,21.4,148.5,8.2,111,56,55,13450,552,2204,25,280,280,7
16,01-01-2021 02:15,Drilling,2000.71,2000.71,15.59,17.41,147,18.7,150.7,8.35,111,56,55,13469,551,2216,25,265,265,-15
17,01-01-2021 02:20,Drilling,2000.75,2000.75,15.54,16.89,144,19.5,149.9,8.15,111,56,55,13488,552,2212,25,279,279,14
18,01-01-2021 02:25,Drilling,2000.81,2000.81,15.48,16.68,145,18.1,150.8,9.07,111,56,55,13506,552,2210,25,279,279,0
19,01-01-2021 02:30,Drilling,2000.89,2000.89,15.4,18.24,146,21.2,148.7,8.05,111,56,55,13525,549,2204,25,271,271,-8
20,01-01-2021 02:35,Drilling,2000.92,2000.92,15.38,18.27,144,20.8,149,7.8,111,56,55,13543,551,2204,25,271,271,0
21,01-01-2021 02:40,Drilling,2000.96,2000.96,15.34,17.56,146,20.9,148.1,8.36,111,56,55,13561,551,2207,25,275,275,4
22,01-01-2021 02:45,Drilling,2000.99,2000.99,15.3,17.07,147,19.6,149.5,8.43,111,56,55,13580,552,2204,25,269,269,-6
23,01-01-2021 02:50,Drilling,2001.02,2001.02,15.27,16.29,144,19.5,149,8.16,111,56,55,13599,551,2200,25,270,270,1
24,01-01-2021 02:55,Drilling,2001.03,2001.03,15.27,15.87,147,16.6,152.8,7.34,111,56,55,13617,551,2197,25,267,267,-3
25,01-01-2021 03:00,Drilling,2001.04,2001.04,15.25,15.21,146,16.4,152.9,7.09,111,56,55,13635,551,2211,25,275,275,8
26,01-01-2021 03:05,Drilling,2001.08,2001.08,15.21,14.76,145,16.9,152.5,7.28,111,56,55,13655,550,2206,25,271,271,-4
27,01-01-2021 03:10,Drilling,2001.15,2001.15,15.14,14.83,145,19,150.3,8.08,111,56,55,13673,551,2206,25,265,265,-6
28,01-01-2021 03:15,Drilling,2001.22,2001.22,15.07,15.2,145,20.4,149.1,8.56,111,56,55,13691,551,2210,25,268,268,3
29,01-01-2021 03:20,Drilling,2001.27,2001.27,15.03,15,145,21.2,148.5,8.6,111,56,55,13709,552,2204,25,268,268,0
30,01-01-2021 03:25,Drilling,2001.29,2001.29,15,14.47,146,20.4,148.4,8.38,111,56,55,13729,551,2201,25,268,268,0
31,01-01-2021 03:30,Drilling,2001.33,2001.33,14.96,14.32,146,18.3,151.5,8.02,111,56,55,13747,551,2210,25,264,264,-4
32,01-01-2021 03:35,Drilling,2001.38,2001.38,14.92,14.55,146,19.7,151,8.33,111,56,55,13765,552,2207,25,264,264,0
33,01-01-2021 03:40,Drilling,2001.39,2001.39,14.91,14.2,145,18.1,151.3,7.62,111,56,55,13784,552,2203,25,262,262,-2
34,01-01-2021 03:45,Drilling,2001.46,2001.46,14.83,15.42,145,19.7,149.9,8.27,111,56,55,13803,552,2217,25,260,260,-2
35,01-01-2021 03:50,Drilling,2001.51,2001.51,14.78,15.34,145,20.5,149,8.06,111,56,55,13821,551,2221,25,262,262,2
36,01-01-2021 03:55,Drilling,2001.56,2001.56,14.73,15.33,145,21.9,147.4,8.36,111,56,55,13840,553,2216,25,265,265,3
37,01-01-2021 04:00,Drilling,2001.59,2001.59,14.71,15.13,147,20.6,148.8,8.11,111,56,55,13854,551,2219,25,259,259,-6
38,01-01-2021 04:05,Drilling,2001.63,2001.63,14.66,14.97,144,21.7,149.9,7.86,111,56,55,13873,551,2204,25,262,262,3
39,01-01-2021 04:10,Drilling,2001.67,2001.67,14.62,15.35,146,20.5,149.5,8.56,111,56,55,13888,551,2212,25,259,259,-3
40,01-01-2021 04:15,Drilling,2001.72,2001.72,14.57,15.74,145,20.9,148.1,8.1,111,56,55,13902,553,2218,25,258,258,-1
41,01-01-2021 04:20,Drilling,2001.74,2001.74,14.55,15.67,147,20.5,149.2,8.25,111,56,55,13910,552,2214,25,260,260,2
42,01-01-2021 04:25,Drilling,2001.79,2001.79,14.51,15.79,146,21.7,147.9,9.78,111,56,55,13921,552,2207,25,260,260,0
43,01-01-2021 04:30,Drilling,2001.83,2001.83,14.46,15.51,146,19.8,150.5,7.24,111,56,55,13940,553,2207,25,257,257,-3
44,01-01-2021 04:35,Drilling,2001.86,2001.86,14.43,15.22,147,21.1,149,9.37,111,56,55,13958,551,2194,25,259,259,2
45,01-01-2021 04:40,Drilling,2001.89,2001.89,14.41,14.75,146,18.9,150.2,7.28,111,56,55,13973,552,2205,25,260,260,1
46,01-01-2021 04:45,Drilling,2001.91,2001.91,14.39,14.62,148,17.2,152.4,7.62,111,56,55,13992,552,2202,25,259,259,-1
47,01-01-2021 04:50,Drilling,2001.96,2001.96,14.33,15.02,145,19.4,150.5,7.41,111,56,55,14010,552,2223,25,262,262,3
48,01-01-2021 04:55,Drilling,2002.02,2002.02,14.28,16.25,145,20.5,149.6,7.64,111,56,56,14036,552,2225,24,262,262,0
49,01-01-2021 05:00,Drilling,2002.09,2002.09,14.2,17.44,145,21.2,147.4,8.15,111,56,55,14040,553,2221,25,259,259,-3
50,01-01-2021 05:05,Drilling,2002.15,2002.15,14.14,17.35,143,20.4,148.5,10.23,111,56,55,14058,552,2216,25,261,261,2
51,01-01-2021 05:10,Drilling,2002.18,2002.18,14.11,16.93,145,18.1,151.6,7.47,111,56,55,14076,552,2212,25,260,260,-1
52,01-01-2021 05:15,Drilling,2002.23,2002.23,14.06,16.81,147,18.1,151.8,8.92,111,56,55,14091,553,2197,25,256,256,-4
53,01-01-2021 05:20,Drilling,2002.31,2002.31,13.99,18.12,145,18.8,151.7,8.9,111,56,55,14106,550,2213,25,258,258,2
54,01-01-2021 05:25,Drilling,2002.36,2002.36,13.93,18.36,145,19.3,149.9,8.64,111,56,55,14124,552,2202,25,255,255,-3
55,01-01-2021 05:30,Drilling,2002.42,2002.42,13.88,19.25,146,17.9,151.9,9.42,111,56,55,14139,552,2211,25,257,257,2
56,01-01-2021 05:35,Drilling,2002.43,2002.43,13.87,18.36,147,14.9,153.7,8.06,111,56,55,14158,554,2196,25,253,253,-4
57,01-01-2021 05:40,Drilling,2002.46,2002.46,13.83,17.89,147,14.6,154.5,7.74,111,56,55,14176,552,2200,25,254,254,1
58,01-01-2021 05:45,Drilling,2002.51,2002.51,13.79,17.99,146,16.6,152.6,7.77,111,56,55,14191,550,2211,25,252,252,-2
59,01-01-2021 05:50,Drilling,2002.59,2002.59,13.7,18.97,146,19.5,150.7,8.96,111,56,55,14210,552,2209,25,258,258,6
60,01-01-2021 05:55,Drilling,2002.67,2002.67,13.63,19.78,146,19.7,149,7.74,111,56,55,14225,551,2217,25,255,255,-3
61,01-01-2021 06:00,Drilling,2002.73,2002.73,13.56,20.02,149,19.3,150.3,9.37,111,56,55,14239,550,2208,25,259,259,4
62,01-01-2021 06:05,Drilling,2002.76,2002.76,13.53,19.58,148,17.8,150.7,6.71,111,56,55,14258,552,2208,25,259,259,0
63,01-01-2021 06:10,Drilling,2002.82,2002.82,13.48,19.59,146,17.8,151.4,8.78,111,56,55,14273,552,2199,25,250,250,-9
64,01-01-2021 06:15,Drilling,2002.89,2002.89,13.41,21.85,143,20.1,149.2,8.24,111,56,55,14291,552,2192,25,255,255,5
65,01-01-2021 06:20,Drilling,2002.9,2002.9,13.39,22.04,147,18.2,151.7,8.49,111,56,55,14309,551,2207,25,250,250,-5
66,01-01-2021 06:25,Drilling,2002.95,2002.95,13.35,22.45,146,17.7,153.9,8.85,111,56,56,14333,553,2222,24,245,245,-5
67,01-01-2021 06:30,Drilling,2003.01,2003.01,13.28,20.95,146,16.4,152.7,9.31,111,56,55,14339,552,2212,25,245,245,0
68,01-01-2021 06:35,Drilling,2003.06,2003.06,13.24,20.45,145,14.4,155.4,7.61,111,56,55,14359,553,2226,25,249,249,4
69,01-01-2021 06:40,Drilling,2003.09,2003.09,13.2,19.85,147,14.5,154.9,7.62,111,56,55,14377,551,2216,25,254,254,5
70,01-01-2021 06:45,Drilling,2003.17,2003.17,13.12,20.8,144,15.6,152,7.85,111,56,55,14391,552,2220,25,248,248,-6
71,01-01-2021 06:50,Drilling,2003.25,2003.25,13.05,21.39,145,16.7,152.7,8.63,111,56,55,14407,552,2215,25,251,251,3
72,01-01-2021 06:55,Drilling,2003.3,2003.3,12.99,21.1,146,15.9,153.5,8.1,111,56,55,14421,551,2212,26,253,253,2
73,01-01-2021 07:00,Drilling,2003.35,2003.35,12.94,20.9,148,15.8,154.2,7.32,111,56,55,14439,551,2228,25,255,255,2
74,01-01-2021 07:05,Drilling,2003.42,2003.42,12.87,22.37,146,17.8,152,7.71,111,56,55,14455,551,2218,25,250,250,-5
75,01-01-2021 07:10,Drilling,2003.5,2003.5,12.8,23.45,145,21.3,147.6,8.7,111,56,55,14473,551,2205,25,254,254,4
76,01-01-2021 07:15,Drilling,2003.55,2003.55,12.75,23.15,146,20.4,149.5,8.33,111,56,55,14488,552,2212,25,252,252,-2
77,01-01-2021 07:20,Drilling,2003.58,2003.58,12.71,22.2,147,20.2,148.9,8.35,111,56,55,14506,552,2211,25,251.5,251.5,-0.5
78,01-01-2021 07:25,Drilling,2003.61,2003.61,12.68,21.34,145,16.4,152.8,8.2,111,56,55,14525,551,2211,25,251,251,-0.5
79,01-01-2021 07:30,Drilling,2003.65,2003.65,12.64,20.81,144,16.9,152.2,8.52,111,56,55,14540,552,2215,25,251,251,0
80,01-01-2021 07:35,Drilling,2003.71,2003.71,12.59,20.4,146,16,152.7,8.04,111,56,55,14558,551,2222,25,236,236,-15
81,01-01-2021 07:40,Drilling,2003.77,2003.77,12.52,21.35,147,15.7,153.1,8.6,111,56,55,14573,552,2217,25,239,239,3
82,01-01-2021 07:45,Drilling,2003.83,2003.83,12.46,21.45,148,19.2,150.7,7.92,111,56,55,14588,552,2233,25,236,236,-3
83,01-01-2021 07:50,Drilling,2003.88,2003.88,12.41,21.04,148,19.2,149.9,8.04,111,56,55,14606,551,2209,25,240,240,4
84,01-01-2021 07:55,Drilling,2003.92,2003.92,12.37,21.91,147,17.9,151,7.35,111,56,55,14625,551,2228,24,239,239,-1
85,01-01-2021 08:00,Drilling,2003.96,2003.96,12.33,21.33,145,20.1,149.7,7.72,111,56,55,14640,551,2215,25,238,238,-1
86,01-01-2021 08:05,Drilling,2004.02,2004.02,12.27,21.46,145,20.3,149.5,8.84,111,56,55,14654,552,2234,25,244,244,6
87,01-01-2021 08:10,Drilling,2004.09,2004.09,12.2,22.56,147,20.2,151.6,8.09,111,56,55,14674,552,2221,25,237,237,-7
88,01-01-2021 08:15,Drilling,2004.15,2004.15,12.14,22.04,144,20.3,149.3,8.56,111,56,55,14688,552,2220,25,239,239,2
89,01-01-2021 08:20,Drilling,2004.18,2004.18,12.11,21.28,147,17.9,150.4,8.54,111,56,55,14706,552,2215,25,243,243,4
90,01-01-2021 08:25,Drilling,2004.24,2004.24,12.06,21.12,145,19.7,149.4,7.89,111,56,55,14722,551,2211,25,241,241,-2
91,01-01-2021 08:30,Drilling,2004.29,2004.29,12,20.95,147,22.2,146.6,7.97,111,56,55,14740,551,2214,25,239,239,-2
92,01-01-2021 08:35,Drilling,2004.33,2004.33,11.97,20.5,145,21.3,148.1,8.27,111,56,55,14754,551,2214,25,241,241,2
93,01-01-2021 08:40,Drilling,2004.39,2004.39,11.9,20.65,148,19.3,150.3,7.73,111,56,55,14773,553,2213,25,241,245,4
94,01-01-2021 08:45,Drilling,2004.45,2004.45,11.85,20.15,146,18.7,151.2,8.91,111,56,55,14792,551,2211,25,242,253,8
95,01-01-2021 08:50,Drilling,2004.49,2004.49,11.81,19.65,146,18.6,150.9,7.48,111,56,55,14807,552,2230,25,267,267,14
96,01-01-2021 08:55,Drilling,2004.54,2004.54,11.76,19.76,146,19.8,149.7,7.99,111,56,55,14825,552,2220,25,273,273,6
97,01-01-2021 09:00,Drilling,2004.61,2004.61,11.68,21.32,142,20.8,148.6,9.25,111,56,55,14840,551,2215,25,277,277,4
98,01-01-2021 09:05,Drilling,2004.68,2004.68,11.62,21.28,143,20.8,148,7.54,111,56,56,14857,551,2219,25,265,280,3
99,01-01-2021 09:10,Drilling,2004.73,2004.73,11.56,21.46,144,21,148.2,8.69,111,56,55,14873,551,2221,25,274,279,-1
100,01-01-2021 09:15,Drilling,2004.78,2004.78,11.52,21.01,145,19.1,150.2,8.74,111,56,55,14892,552,2224,25,273,276,-3
101,01-01-2021 09:20,Drilling,2004.82,2004.82,11.47,20.76,146,19.4,151.4,7.93,111,56,55,14907,551,2226,25,269,278,2
102,01-01-2021 09:25,Drilling,2004.88,2004.88,11.41,21.16,147,21.3,148,8.22,111,56,55,14925,553,2217,25,269,278,0
103,01-01-2021 09:30,Drilling,2004.92,2004.92,11.37,21.21,147,20.3,149.4,8.06,111,56,55,14940,552,2202,25,272,277,-1
104,01-01-2021 09:35,Drilling,2004.99,2004.99,11.3,21.52,146,20.7,148.9,8.53,111,56,55,14959,553,2219,25,267,278,1
105,01-01-2021 09:40,Drilling,2005.03,2005.03,11.26,21,147,19.2,150.7,8.73,111,56,55,14973,551,2222,25,270,276,-2
106,01-01-2021 09:45,Drilling,2005.06,2005.06,11.23,20.37,147,15.5,152.1,8.11,111,56,55,14992,552,2230,25,272,279,3
107,01-01-2021 09:50,Drilling,2005.1,2005.1,11.19,19.96,147,16.2,153,7.96,111,56,55,15007,552,2218,25,272,275,-4
108,01-01-2021 09:55,Drilling,2005.17,2005.17,11.13,20.36,145,19.5,151,8.19,111,56,55,15025,550,2228,25,273,276,1
109,01-01-2021 10:00,Drilling,2005.24,2005.24,11.05,0,74,0,164.6,6.43,111,56,56,15032,552,2231,24,268,275,-1
110,01-01-2021 10:05,Drilling,2005.28,2005.28,11.01,20.74,144,21.2,149.6,7.69,111,56,55,15055,551,2207,25,271,275,0
111,01-01-2021 10:10,Drilling,2005.31,2005.31,10.98,20.63,146,20.4,148.8,7.68,111,56,55,15073,552,2223,25,271,277,2
112,01-01-2021 10:15,Drilling,2005.35,2005.35,10.95,20.05,147,20.2,149.4,7.73,111,56,55,15089,551,2228,25,274,279,2
113,01-01-2021 10:20,Drilling,2005.39,2005.39,10.91,19.69,147,19.8,148.8,7.8,111,56,55,15107,551,2223,25,269,278,-1
114,01-01-2021 10:25,Drilling,2005.45,2005.45,10.85,19.99,146,20.8,148.6,8.15,111,56,55,15122,551,2220,25,269,277,-1
115,01-01-2021 10:30,Drilling,2005.51,2005.51,10.79,20.32,147,21.4,147.6,8.04,111,56,55,15140,552,2212,25,268,275,-2
116,01-01-2021 10:35,Drilling,2005.54,2005.54,10.75,19.98,148,20.7,149.2,8.57,111,56,55,15159,551,2211,25,270,275,0
117,01-01-2021 10:40,Drilling,2005.58,2005.58,10.71,19.48,149,20.2,149.3,7.31,111,56,55,15174,551,2211,25,271,274,-1
118,01-01-2021 10:45,Drilling,2005.62,2005.62,10.68,19.04,145,19.5,149,8,111,56,55,15192,551,2209,25,273,276,2
119,01-01-2021 10:50,Drilling,2005.64,2005.64,10.66,18.42,148,18.4,150.4,7.42,111,56,55,15211,552,2230,25,268,277,1
120,01-01-2021 10:55,Drilling,2005.68,2005.68,10.61,17.85,146,17.1,149.4,7.57,111,56,55,15226,551,2232,25,271,276,-1
121,01-01-2021 11:00,Drilling,2005.75,2005.75,10.55,18.3,144,20.5,149,8.67,111,56,55,15244,552,2227,25,271,276,0
122,01-01-2021 11:05,Drilling,2005.8,2005.8,10.49,18.5,145,21.5,148.4,8.78,111,56,55,15264,552,2230,24,264,275,-1
123,01-01-2021 11:10,Drilling,2005.87,2005.87,10.42,18.7,147,22,147.9,8.86,111,56,55,15274,551,2207,25,270,273,-2
124,01-01-2021 11:15,Drilling,2005.88,2005.88,10.41,18.64,146,19.8,147.5,8.22,111,56,55,15292,552,2223,25,271,275,2
125,01-01-2021 11:20,Drilling,2005.91,2005.91,10.39,17.55,147,16.9,151.1,7.8,111,56,55,15310,551,2218,25,274,276,1
126,01-01-2021 11:25,Drilling,2005.95,2005.95,10.35,17.4,146,18.1,152.3,7.48,111,56,55,15330,551,2212,25,272,274,-2
127,01-01-2021 11:30,Drilling,2006,2006,10.3,17.18,145,18,150.8,7.8,111,56,55,15344,551,2215,25,272,274,0
128,01-01-2021 11:35,Drilling,2006.06,2006.06,10.24,18.16,144,19.6,147.5,8.2,111,56,55,15352,552,2231,24,262,276,2
129,01-01-2021 11:40,Drilling,2006.13,2006.13,10.16,18.42,144,21.6,147.4,8.64,111,56,55,15378,553,2203,25,269,277,1
130,01-01-2021 11:45,Drilling,2006.16,2006.16,10.14,17.94,147,21.3,147.4,7.91,111,56,55,15396,553,2202,25,270,278,1
131,01-01-2021 11:50,Drilling,2006.19,2006.19,10.11,17.2,144,20.7,149.3,7.7,111,56,55,15411,551,2210,25,272,276,-2
132,01-01-2021 11:55,Drilling,2006.22,2006.22,10.08,16.79,147,20.1,150.2,7.75,111,56,55,15430,553,2213,25,271,275,-1
133,01-01-2021 12:00,Drilling,2006.25,2006.25,10.04,16.41,148,20.6,149,7.67,111,56,55,15448,552,2216,25,268,274,-1
134,01-01-2021 12:05,Drilling,2006.3,2006.3,10,16.66,147,19.1,148.2,8.18,111,56,55,15463,551,2214,25,271,272,-2
135,01-01-2021 12:10,Drilling,2006.34,2006.34,9.96,16.89,146,21.6,149.8,8.04,111,56,55,15481,550,2211,25,271,273,1
136,01-01-2021 12:15,Drilling,2006.39,2006.39,9.91,17.14,146,21.8,147.6,8.14,111,56,55,15496,551,2227,25,273,274,1
137,01-01-2021 12:20,Drilling,2006.4,2006.4,9.9,16.81,147,20.6,148,7.8,111,56,55,15515,551,2217,24,270,275,1
138,01-01-2021 12:25,Drilling,2006.44,2006.44,9.85,16.18,145,19.7,148.3,7.98,111,56,55,15533,551,2211,25,270,274,-1
139,01-01-2021 12:30,Drilling,2006.47,2006.47,9.83,15.79,145,21.1,148.9,8.09,111,56,55,15552,551,2214,25,267,274,0
140,01-01-2021 12:35,Drilling,2006.49,2006.49,9.8,15.5,146,20.4,149.6,8.4,111,56,55,15567,551,2220,25,271,273,-1
141,01-01-2021 12:40,Drilling,2006.54,2006.54,9.76,15.56,144,20.2,149.3,7.87,111,56,55,15585,553,2221,24,275,275,2
142,01-01-2021 12:45,Drilling,2006.6,2006.6,9.7,15.89,145,21.2,148.6,8.34,111,56,55,15600,553,2208,25,270,275,0
143,01-01-2021 12:50,Drilling,2006.64,2006.64,9.66,16.28,147,21.4,148.9,7.68,111,56,55,15619,551,2217,25,268,273,-2
144,01-01-2021 12:55,Drilling,2006.68,2006.68,9.62,16.3,145,21.1,148.2,8.58,111,56,55,15633,553,2204,25,269,273,0
145,01-01-2021 13:00,Drilling,2006.73,2006.73,9.57,16.2,145,23.1,146.3,7.76,111,56,55,15651,551,2208,25,268,274,1
146,01-01-2021 13:05,Drilling,2006.74,2006.74,9.55,15.72,146,20.5,149.4,8.25,111,56,55,15671,551,2217,25,269,275,1
147,01-01-2021 13:10,Drilling,2006.77,2006.77,9.52,15.21,148,18.6,150.5,7.46,111,56,55,15689,551,2216,25,269,274,-1
148,01-01-2021 13:15,Drilling,2006.82,2006.82,9.47,14.97,147,19.8,152.4,7.5,111,56,55,15701,552,2222,24,261,272,-2
149,01-01-2021 13:20,Drilling,2006.87,2006.87,9.42,14.83,146,21,148.9,7.52,111,56,55,15723,553,2218,25,272,273,1
150,01-01-2021 13:25,Drilling,2006.92,2006.92,9.37,15.77,145,22.8,147,7.61,111,56,55,15741,552,2216,25,270,274,1
151,01-01-2021 13:30,Drilling,2006.92,2006.92,9.37,15.77,147,21.5,148.2,7.76,111,56,55,15759,552,2219,25,269,272,-2
152,01-01-2021 13:35,Drilling,2006.94,2006.94,9.36,14.77,144,20.1,149.5,7.48,111,56,55,15774,552,2214,25,270,270,-2
153,01-01-2021 13:40,Drilling,2006.98,2006.98,9.32,14.99,145,21.1,148.8,8.03,111,56,55,15793,552,2207,25,272,272,2
154,01-01-2021 13:45,Drilling,2006.98,2006.98,9.32,14.99,146,15.7,153.6,7.31,111,57,56,15812,553,1867,25,259,270,-2
155,01-01-2021 13:50,Drilling,2006.98,2006.98,9.32,14.99,147,15,153.6,7.1,112,55,54,15831,554,1776,22,269,271,1
156,01-01-2021 13:55,Drilling,2006.98,2006.98,9.32,14.99,147,13.3,155.5,6.63,110,55,56,15853,544,1905,23,270,273,2
157,01-01-2021 14:00,Drilling,2006.98,2006.98,9.32,14.99,146,12,156.8,6.41,109,56,54,15871,535,1799,22,268,273,0
158,01-01-2021 14:05,Drilling,2006.98,2006.98,9.32,14.99,146,13.1,156.9,6.35,108,54,54,15890,535,1817,22,265,272,-1
159,01-01-2021 14:10,Drilling,2006.98,2006.98,9.32,14.99,145,13.7,156.1,6.18,110,55,54,15908,546,2020,23,269,270,-2
160,01-01-2021 14:15,Drilling,2006.98,2006.98,9.32,14.99,146,13.2,157.6,5.93,109,55,54,15927,558,1851,22,272,272,2
